category,severity,message,path,start_line,start_column,end_line,end_column
descriptions,info,`schemas` component `Payments` is missing a description,$.components.schemas['Payments'],23699,5,23699,13
descriptions,info,`schemas` component `PaymentDelete` is missing a description,$.components.schemas['PaymentDelete'],23714,5,23714,18
descriptions,info,`schemas` component `Payment` is missing a description,$.components.schemas['Payment'],23725,5,23725,12
examples,error,"got string, want boolean",$.components.schemas['Payment'].properties['HasAccount'].example,23823,11,23823,18
examples,error,"got string, want boolean",$.components.schemas['Payment'].properties['HasValidationErrors'].example,23828,11,23828,18
descriptions,info,`schemas` component `Prepayments` is missing a description,$.components.schemas['Prepayments'],23843,5,23843,16
descriptions,info,`schemas` component `Prepayment` is missing a description,$.components.schemas['Prepayment'],23858,5,23858,15
examples,error,"got string, want boolean",$.components.schemas['Prepayment'].properties['HasAttachments'].example,23953,11,23953,18
descriptions,info,`schemas` component `PurchaseOrders` is missing a description,$.components.schemas['PurchaseOrders'],23960,5,23960,19
descriptions,info,`schemas` component `PurchaseOrder` is missing a description,$.components.schemas['PurchaseOrder'],23975,5,23975,18
examples,error,"got string, want boolean",$.components.schemas['PurchaseOrder'].properties['HasAttachments'].example,24076,11,24076,18
descriptions,info,`schemas` component `Pagination` is missing a description,$.components.schemas['Pagination'],24102,5,24102,15
descriptions,info,`schemas` component `Quotes` is missing a description,$.components.schemas['Quotes'],24113,5,24113,11
descriptions,info,`schemas` component `Quote` is missing a description,$.components.schemas['Quote'],24121,5,24121,10
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['QuoteStatusCodes'],24163,11,24163,56
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['QuoteLineAmountTypes'],24215,11,24215,60
descriptions,info,`schemas` component `Receipts` is missing a description,$.components.schemas['Receipts'],24244,5,24244,13
descriptions,info,`schemas` component `Receipt` is missing a description,$.components.schemas['Receipt'],24252,5,24252,12
examples,error,"got string, want boolean",$.components.schemas['Receipt'].properties['HasAttachments'].example,24317,11,24317,18
descriptions,info,`schemas` component `RepeatingInvoices` is missing a description,$.components.schemas['RepeatingInvoices'],24338,5,24338,22
descriptions,info,`schemas` component `RepeatingInvoice` is missing a description,$.components.schemas['RepeatingInvoice'],24346,5,24346,21
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['LineAmountTypes'],24366,11,24366,55
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['CurrencyCode'],24376,11,24376,52
examples,error,"got string, want boolean",$.components.schemas['RepeatingInvoice'].properties['HasAttachments'].example,24413,11,24413,18
examples,error,"got string, want boolean",$.components.schemas['RepeatingInvoice'].properties['ApprovedForSending'].example,24423,11,24423,18
examples,error,"got string, want boolean",$.components.schemas['RepeatingInvoice'].properties['SendCopy'].example,24428,11,24428,18
examples,error,"got string, want boolean",$.components.schemas['RepeatingInvoice'].properties['MarkAsSent'].example,24433,11,24433,18
examples,error,"got string, want boolean",$.components.schemas['RepeatingInvoice'].properties['IncludePDF'].example,24438,11,24438,18
descriptions,info,`schemas` component `ReportWithRows` is missing a description,$.components.schemas['ReportWithRows'],24440,5,24440,19
descriptions,info,`schemas` component `ReportWithRow` is missing a description,$.components.schemas['ReportWithRow'],24447,5,24447,18
descriptions,info,`schemas` component `ReportRows` is missing a description,$.components.schemas['ReportRows'],24485,5,24485,15
descriptions,info,`schemas` component `RowType` is missing a description,$.components.schemas['RowType'],24500,5,24500,12
descriptions,info,`schemas` component `ReportRow` is missing a description,$.components.schemas['ReportRow'],24507,5,24507,14
descriptions,info,`schemas` component `ReportCell` is missing a description,$.components.schemas['ReportCell'],24518,5,24518,15
descriptions,info,`schemas` component `ReportAttribute` is missing a description,$.components.schemas['ReportAttribute'],24527,5,24527,20
descriptions,info,`schemas` component `ReportFields` is missing a description,$.components.schemas['ReportFields'],24535,5,24535,17
descriptions,info,`schemas` component `Reports` is missing a description,$.components.schemas['Reports'],24544,5,24544,12
descriptions,info,`schemas` component `Report` is missing a description,$.components.schemas['Report'],24552,5,24552,11
descriptions,info,`schemas` component `TenNinetyNineContact` is missing a description,$.components.schemas['TenNinetyNineContact'],24580,5,24580,25
descriptions,info,`schemas` component `Schedule` is missing a description,$.components.schemas['Schedule'],24692,5,24692,13
descriptions,info,`schemas` component `TaxRates` is missing a description,$.components.schemas['TaxRates'],24731,5,24731,13
schemas,warn,`#/components/schemas/TaxType` is potentially unused or has been orphaned,$.components.schemas['TaxType'],24739,5,24739,12
descriptions,info,`schemas` component `Setup` is missing a description,$.components.schemas['Setup'],24866,5,24866,10
descriptions,info,`schemas` component `ImportSummaryObject` is missing a description,$.components.schemas['ImportSummaryObject'],24924,5,24924,24
descriptions,info,`schemas` component `ImportSummaryOrganisation` is missing a description,$.components.schemas['ImportSummaryOrganisation'],24978,5,24978,30
descriptions,info,`schemas` component `TaxRate` is missing a description,$.components.schemas['TaxRate'],24983,5,24983,12
descriptions,info,`schemas` component `TaxComponent` is missing a description,$.components.schemas['TaxComponent'],25142,5,25142,17
descriptions,info,`schemas` component `TrackingCategories` is missing a description,$.components.schemas['TrackingCategories'],25161,5,25161,23
descriptions,info,`schemas` component `TrackingCategory` is missing a description,$.components.schemas['TrackingCategory'],25169,5,25169,21
descriptions,info,`schemas` component `TrackingOptions` is missing a description,$.components.schemas['TrackingOptions'],25202,5,25202,20
descriptions,info,`schemas` component `TrackingOption` is missing a description,$.components.schemas['TrackingOption'],25210,5,25210,19
descriptions,info,`schemas` component `SalesTrackingCategory` is missing a description,$.components.schemas['SalesTrackingCategory'],25234,5,25234,26
descriptions,info,`schemas` component `Users` is missing a description,$.components.schemas['Users'],25245,5,25245,10
descriptions,info,`schemas` component `User` is missing a description,$.components.schemas['User'],25253,5,25253,9
descriptions,info,`schemas` component `Error` is missing a description,$.components.schemas['Error'],25292,5,25292,10
examples,info,media type schema property `ErrorNumber` is missing `examples` or `example`,$.paths['/Accounts'].put.responses['400'].content['application/json'].schema.properties['ErrorNumber'],25296,9,25296,20
examples,info,media type schema property `ErrorNumber` is missing `examples` or `example`,$.paths['/Accounts/{AccountID}'].delete.responses['400'].content['application/json'].schema.properties['ErrorNumber'],25296,9,25296,20
descriptions,info,`schemas` component `Element` is missing a description,$.components.schemas['Element'],25311,5,25311,12
descriptions,info,`schemas` component `ValidationError` is missing a description,$.components.schemas['ValidationError'],25343,5,25343,20
descriptions,info,`schemas` component `InvoiceAddress` is missing a description,$.components.schemas['InvoiceAddress'],25351,5,25351,19
descriptions,info,`schemas` component `TaxBreakdownComponent` is missing a description,$.components.schemas['TaxBreakdownComponent'],25384,5,25384,26
